job_title,job_description,rating,location,size,industry,sector,founded,salary_avg,skills_extracted
product data scientist - ads data science,"who we are the team is responsible for placing each and every ad that twitter serves. while placing those ads we decide how best to balance user experience, advertiser results, and twitter revenue. our team optimizes supply/demand, operation points and trade-offs for the ads marketplace, as well as improve product outcomes by applying data science. we routinely deliver significant improvements to our revenue, and work in a close sync with our executive staff (including our coo & cfo) due to our direct impact on twitter’s business. what you’ll do we’re looking for a key individual contributor to drive our advertising products forward. we decide which ads to serve billions of times a day under a sub-second setting. you will ship new features and optimize existing products. you will perform rigorous analysis, understand our advertising products, experiment, make data-driven decisions, optimize for impact, and measure performance funnels. your team will empower you with the autonomy to make good product decisions and discover/understand the software and product stack. you’ll own significant projects end-to-end. the small teams of talented, passionate people in which you’ll work will include engineers and data scientists from across the revenue engineering organization. we work on every high-priority ads project at twitter. who you are you’re a data scientist with a track record of delivering results. you find satisfaction in shipping changes that deliver measurable impact in the form of immediate revenue. you apply machine learning and data science techniques when applicable, but are just as happy to implement a simple heuristic when you find it’s as effective at driving impact to your product. you’re looking to join a strong, high-performing team. sample projects we build new ways for advertisers to buy ads on twitter, such as paying up front for guaranteed results we design incrementality studies to measure the lift in brand awareness that our advertising campaigns drive we dive into individual products (e.g. video ads) to improve results for our most critical business priorities we evaluate the impact of ads on new twitter users, determining how to show them ads in order to maximize their long-term usage of the product we are responsible for measuring the results of all experiments on twitter ads requirements experience using data intelligently to optimize product performance experience performing analysis on raw event data in modern data warehouse systems deep understanding of data platforms in which you’ve previously worked good understanding of how to grow and shape data tools and datasets to improve data-driven decision making ability to thrive in an unstructured environment, working autonomously on a strong team to find opportunity and deliver business impact good understanding of (one or more of the following): python or r bonus points past experience in adtech phd or ms in computer science, machine learning, or statistics good understanding of (one or more of the following): java, scala, or c++ interesting side projects or kaggle competition results we are committed to an inclusive and diverse twitter. twitter is an equal opportunity employer. we do not discriminate based on race, color, ethnicity, ancestry, national origin, religion, sex, gender, gender identity, gender expression, sexual orientation, age, disability, veteran status, genetic information, marital status or any legally protected status. san francisco applicants: pursuant to the san francisco fair chance ordinance, we will consider for employment qualified applicants with arrest and conviction records.",4.1,"San Francisco, CA",1001 to 5000 employees,Internet,Information Technology,2006,103.0,"advertising, data science., products, experiment, optimize, analysis, business, user experience, ship, operation"
data scientist,"who we are postmates enables anyone to have just about anything on-demand. we pioneered the on-demand space and currently serve 80% of us households with a fleet of more than 350,000 postmates and the largest network of merchants in the us. we're changing the landscape of commerce by making cities our warehouses, providing the delivery infrastructure, and connecting our customers to any product, anywhere, anytime. postmates isn't just an app, it's a way of life and a part of pop culture. we are the o.g. of on-demand and we've given people a new superpower — the ability to postmate anything from anywhere. we're building a movement to make postmates a verb: postmate it. what we do postmates relies heavily on our engineering team to realize this vision. building a software platform that is reliable, scales, and stays agile under demanding product needs is a serious technical challenge. postmates is a three-part balancing act connecting customers, merchants, and couriers in real-time. if any piece is out of whack, the whole system suffers. working with the postmates engineering team offers an opportunity with explosive growth, cutting-edge technology, a highly visible charter, and a cool user-focused product vision. as a data scientist, you'll use your full toolkit - statistical modeling, machine learning, data mining, data visualization, and software engineering - to develop data products and models that are used by millions of users and power the growth of our business. you will collaborate with a strong team of engineers, product managers and data analysts in defining the frontier of data products and models in the three-sided marketplace. data scientists will work on how to formulate a model from a real business problem, determine evaluation metrics, evaluate different modeling approaches, conduct data analysis, and build features and algorithms for the various challenging problems at postmates. your responsibilities modeling and forecasting demand and supply to enable more intelligent matching, optimize the overall marketplace efficiency and provide valuable insights to our merchants and postmates large scale machine learning algorithms that powers our search ranking models and personalized recommendation engine predicting the postmates delivery time (pdt) and improving the dispatching algorithm determining the optimal pricing strategies to help our postmates maximize their revenue identifying suspicious transactions and malicious users for risk control natural language processing to understand text content on postmates platform, including named entity resolution and recognization of reviews, descriptions and interactions between users on our marketplace our requirements a bachelor's/master's degree (or higher) in a technical field (computer science, statistics, economics, operations research, math, physics, engineering, etc.) 3+ years of professional experience in data science or applied machine learning required a deep theoretical understanding of modern machine learning algorithms, statistical models, or optimization extensive experience with data tools, python (pandas, scipy, numpy, scikit-learn, etc), r, sas, sql, etc and strong skills in data analysis, data visualization, and feature engineering ability to own your modeling work from model development all the way to production deployment and beyond with minimal help from engineers strong communication skills; explaining complex technical concepts to product managers, data analysts, and other engineers shouldn't be a problem for you our preferred qualifications experience with mapreduce, spark, hive, hbase, google bigquery, and bigtable experience with ml frameworks like tensorflow, pytorch, spark mllib, xgboost, and scikit-learn your benefits postmates has your back. in our impact-first work environment, we value huge company vision. as you strive to build the future with us, we'll support you with a competitive salary and equity plan, along with access to our 401k plan and robust benefits including: health benefits, flexible paid time off, parental benefits, and food perks.",3.2,"San Francisco, CA",1001 to 5000 employees,Express Delivery Services,Transportation & Logistics,2011,103.0,"agile, commerce, engineering, delivery infrastructure, software platform, technical"
data scientist - intermediate,"job description: create and maintain code for ingesting datasets used to develop predictive agronomic soy models. create and integrate features to support predictive agronomic soy models. conduct exploratory data analyses on large and diverse datasets. contribute to the development of models using machine learning, statistical models, and other modeling approaches. analyze and judge the quality of data and work with the data quality team to resolve issues. select the most appropriate modeling techniques and data visualization for large datasets. assist with code reviews. present results of the analyses to team members and stakeholders. basic qualifications: ms or phd in applied mathematics, statistics, or another highly quantitative discipline. experience creating code to ingest datasets, conduct exploratory data analyses and create model features. experience contributing to the development of predictive models. skilled in the use of python for research purposes. preferred qualifications: software engineering skills for data pipeline development. experience developing agriculture crop models. excellent interpersonal and communication skills. machine learning experience. ability to translate complex technical concepts to collaborators, decision makers, and non-technical audiences. ability and inclination to work in multi-disciplinary environments, and desire to see ideas realized in practice.",4.5,"Saint Louis, MO",201 to 500 employees,Staffing & Outsourcing,Business Services,1994,103.0,"exploratory data analyses, modeling, data visualization, resolve, statistical models, python, analyze, support, ingesting datasets, datasets, development, applied mathematics, models, judge, predictive models, machine learning, data analyses, research, code reviews, statistics, analyses, soy models"
data analyst,"about swiss re swiss re is one of the world’s leading providers of reinsurance, insurance and other forms of insurance-based risk transfer, working to make the world more resilient. we anticipate and manage a wide variety of risks, from natural catastrophes and climate change to cybercrime. at swiss re we combine experience with creative thinking and cutting-edge expertise to create new opportunities and solutions for our clients. this is possible thanks to the collaboration of our 15,000 employees across the world. we offer a flexible working environment where curious and adaptable people thrive. are you interested in joining us? about the role as a data analyst, you will be responsible for accurate and timely delivery of electronically reported data from clients to swiss re’s internal systems. you will apply your analytical skills to review policy level details, contracts, and other relevant information needed to accurately analyze, interpret, and map data. you will be required to get an understanding of internal systems, understand how treaty terms are represented in it, and make any necessary changes for improved quality. in this role, you will learn to read, interpret, & build crosswalks between business contracts and client data. while learning and executing the existing processes is vital, you will partner with colleagues to analyze and determine the best path for solving business opportunities/issues which may include process improvements, application/system enhancements and/or end-user training. to succeed in creating a single source of truth for data, you will be expected to have some contact with clients and extensive contact with internal stakeholders alike. about you • bachelor’s degree or equivalent experience in an accounting/computer science/statistics related discipline • related experience, in a reinsurance/insurance environment is a plus • basic working knowledge of computer fundamentals & microsoft office with being highly proficient in excel (formulas, pivot tables, lookups, etc.). take advantage of computer programs & tools to maximize productivity. • knowledge of relational databases such as microsoft sql server, and experience in application development (python/r) is a plus • proven organizational and time management skills; ability to handle multiple priorities • proven interpersonal skills for effectively communicating and working internally across departments, as well as with clients. • proven decision-making skills, detail oriented with excellent problem-solving skills • able to think strategically (understands the team's role in the organization and how to leverage the team's competencies) • willingness to continuously improve & take on challenges swiss re",3.8,"Fort Wayne, IN",10000+ employees,Insurance Agencies & Brokerages,Insurance,1863,103.0,"analytical skills, manage, analyze, collaboration, creative thinking, review"
machine learning engineer,"the video & image understanding group develops and applies cutting-edge computer vision and deep learning techniques to solve problems in object detection, recognition, localization & tracking; biometrics; 3d scene reconstruction; threat detection; vision-aided navigation; and situational awareness. our projects integrate algorithmic research, software engineering, and application system development to produce innovative capabilities that address challenging national security problems. we actively collaborate with research engineers across str, as well as with academic researchers and industry partners to develop practical and powerful computer vision solutions. the role: develop, implement and evaluate machine learning algorithms to detect, segment, classify and track objects in diverse imaging modalities. apply machine learning techniques to integrate information from multiple looks and multiple modalities to improve scene understanding capabilities. develop and apply transfer learning and domain adaptation techniques to solve scene understanding problems where limited measured training data is available. perform data analysis on experimental data and identify performance improvement strategies. transition machine learning algorithms to prototype and/or real-time systems demonstrations. who you are: bs, ms or phd degree in computer science, electrical engineering, applied mathematics or related technical discipline strong scientific software development skills independent analytical problem-solving skills experience in machine learning techniques, particularly deep learning motivated collaborator and excellent communicator to both technical and non-technical audiences some other relevant skills you may have: experience with python and c/c++ experience in developing and applying machine learning techniques to solving computer vision problems",4.5,"Woburn, MA",201 to 500 employees,Aerospace & Defense,Aerospace & Defense,2010,103.0,"computer vision, imaging modalities, application system development, implement, tracking, solve, detection, algorithmic research, recognition, software engineering, machine learning algorithms, biometrics, localization, vision-aided, machine learning, develop, object detection"
data scientist,"introduction have you always wanted to run experiments on a global fleet of consumer robots? irobot is looking for a data scientist to help manage a/b tests related to robot software, track performance kpis, and share results with software teams. a strong candidate has experience in experimental design, hypothesis testing, and statistics, in addition to strong sql and python skills. what you will do: guide software and product management teams in designing rigorous experiments to test the impact of new software versions. dashboarding to monitor results live from the fleet. test hypotheses about software performance using appropriate statistical methods. develop metrics to track software performance. uphold scientific best practices in experimental design and cohort selection. contribute to a management system for cohort selection. to be successful you will have: at least 1 year of relevant job, internship, or co-op experience. m.s. in computer science, statistics, mathematics, physics, chemistry, biology, or social sciences is a plus. very detail-oriented and eager to get your hands dirty in the data. proficient in python, sql, and data visualization, with experience using pandas, numpy, sklearn, scipy, matplotlib, or plotly. experienced in designing experiments, making and testing hypotheses, and identifying the appropriate metrics to answer a question. savvy in statistical methods and able to select the right test for each situation. can balance business considerations with the need for scientific rigor. self-motivated and comfortable working in a fast-paced, delivery-focused environment. skilled communicator who can make the complicated seem simple. passionate about using data to drive decision-making!",3.5,"Bedford, MA",1001 to 5000 employees,Consumer Electronics & Appliances Stores,Retail,1990,105.0,"dashboarding, robot software, testing, hypothesis, python, metrics, software performance, management system, performance kpis, mathematics, robots, manage, experimental design, product management, monitor, fleet, tests, computer science, sql, physics, software, statistics, designing"
data scientist,"about us: headquartered in beautiful santa barbara, hg insights is the global leader in technology intelligence. hg insights uses advanced data science methodologies to help the world's largest technology firms and the fastest growing companies accelerate their sales, marketing, and strategy efforts. we offer a casual yet professional environment. get your sweat on at one of our fitness classes or go for a run along the beach which is two blocks away. you can find employees riding bikes to lunch in the funk zone or hanging out in one of our collaboration spaces. we are passionate about our jobs with a get-it-done attitude, yet we don't take ourselves too seriously. what you'll do: we are looking for a data scientist with software development or data engineering background to join our research team which reports directly to the cto. we are a rapidly growing company with small focused engineering teams that deliver innovative features to a fast growing market. we build big-data systems utilizing cutting edge technologies and solutions that allow for our engineers to continuously learn and develop while shipping amazing products. qualities/ experience: self-learner, hacker, technology advocate who can work on anything amazing engineering skills, you're on your way to being the one of the best engineers you know you can architect, design, code, test, and mentor others experience working with interesting and successful projects thrive in a fast growing environment excellent written and spoken english communication an interest in machine learning and natural language processing what you'll be responsible for: build solutions for text classification, entity linking, and entity extraction and other related projects scaling machine learning and nlp projects to run against large datasets in virtualized environments. you will collaborate with product development teams to build the most effective solutions you will develop features in our databases, backend apps, front end ui, and data as a service (daas) product you will help architect and design large scale enterprise big-data systems you will work on ideas from different team members as well as your own fix bugs rapidly attend daily stand-up meetings, planning sessions, encourage others, and collaborate at a rapid pace what you'll need: bs, ms, or ph.d. in computer science or related technical discipline experience natural language processing, preferably in a commercial setting. experience building logistic regression models proficient in python and jupyter as well as related data science libraries (such as scikit-learn, nltk, spacy, tensorflow) proficient in java or scala (3+ years experience recommended) experience with mysql, elasticsearch, esb, hadoop, spark, or other related data processing/database technologies experience with amazon web services (ec2, s3, rds, emr, elb, etc.) experience with web services using rest in java actual coding experience in large distributed environments with multiple endpoints and complex interactions comfortable in an agile development environment understanding and have real world experience using design patterns comfortable programming on a mac with intellij and other tools hg insights company is an equal opportunity employer please note that hg insights does not accept unsolicited resumes from recruiters or employment agencies. in the event of a recruiter or agency submitting a resume or candidate without a signed agreement being in place, we explicitly reserve the right to pursue and hire such candidates without any financial obligation to the recruiter or agency. any unsolicited resumes, including those submitted directly to hiring managers, are deemed to be the property of hg insights",4.2,"Santa Barbara, CA",51 to 200 employees,Computer Hardware & Software,Information Technology,2010,105.0,"marketing, data engineering, innovative, strategy, software development, bikes, engineering, sales, collaboration, technology intelligence"
global data analyst,"global data analyst job code 3938 location us - carson, ca corporate hq position type regular full-time apply now dermalogica global data analyst dermalogica continues to dominate the professional skin care industry with distribution in over 90 countries. known worldwide as the premiere skin therapist’s choice for offering the most respected professional skin care line, we are also recognized for our renowned postgraduate education. our entrepreneurial spirit, hands-on environment and fast-paced culture encourages employees to be their best, bringing innovative solutions to reach the skin care professional and consumer. we are highly energetic, passionate, and results-oriented. you will find that dermalogica is a very special place, with tremendous opportunities ahead for us, all building upon a record of achievement. in 2015 dermalogica was acquired by unilever, one of the world’s largest and most successful consumer goods companies. whilst dermalogica continues to operate as a stand-alone entrepreneurial business, we now have an enviable access to cutting edge capabilities and resources to help us win in our markets. dermalogica has a global turnover of in of +$250m with a healthy operating margin. the challenge is to build on the legacy of our brand, our experienced team and our industry leading education to deliver profitable growth. one of the key elements for our success, and critical for our growth, is bringing in the right people to join our team. we invite you to come and make a difference and grow your career with the global leader in skin care. *************************************************** dermalogica is seeking a talented data analyst general description: this role is based in our headquarters in carson, california. we need to empower people across the business with information as well as supporting our entrepreneurial culture through building, testing and iterating hypotheses. to do that we need people with analytical expertise and the motivation to apply it to prestige skin care. our analytics agenda is moving at pace and this role is key to continuing to move us towards our goal to be industry leading. we have work to do to; establish a standard data model within a future proofed environment, continue to develop analytic tools across chosen bi software and to build analytical skills across the business. the right person for this role demonstrates a passion and curiosity in identifying and interpreting trends within complex data sets to deliver actionable insights as well as supporting and driving efficiencies in our correct processes. this role reports through the finance function to the global information and analytics manager but is broader in scope than simply financial/sales analytics. key job accountabilities: database administration/process improvement defines business intelligence requirements for analytics projects and data requests, working with key stakeholders to meet the requirements for executive management such as incorporating new data sources into existing databases to improve our analytical capabilities. collaborate with the it department to advise evaluate databases, database tools, and database software standards and procedures to drive efficiencies. seek opportunities to improve performance of our current monthly processes by identifying time and resource savings and implementing them. requirement to support current monthly processes as required, including working in adaptive insights and tableau, essential skill requirement to develop system related knowledge of adaptive insights. follows best practices in business intelligence, data integrity, maintenance including data validation between database tables and systems. analytics development ensure the different corporate functions have the standard analytical tools to be self-sufficient in performance management. embed user friendly analytical tools for the team, which includes monitoring usage, shutting off what is not used, and having all workbooks accessible to the users in the proper formats. review current distribution of reports in excel and determine what can be simplified/automated in tableau. demonstrate ability to synthesize data and focus on key, relevant business insights. ability to effectively communicate insights and recommendations that contribute to the development of business driving strategies. experience and competencies required: bachelor’s degree in computer science, business, finance or information management or another related field. strong knowledge of sql and sql databases advantageous. experience with adaptive insights and data imports would be beneficial. strong leadership skills (planning, communication, relationship building, influencing) expert experience with data visualization tools such as tableau or power bi. experience using data manipulation tools (such as alteryx) and building visualizations using large datasets and multiple data sources. excellent initiative and follow-up skills, and ability to carry out a variety of responsibilities. fast learner for fast-paced work environment. demonstrate an analytical mindset, enjoy problem solving and understand how to ask the right questions to deliver solution focused outcomes. self-motivated, detail-oriented, learn autonomously, and highly organized",3.8,"Carson, CA",201 to 500 employees,Consumer Products Manufacturing,Manufacturing,1986,105.0,"dermalogica, education, entrepreneurial, innovative"
data engineer,"position summary the candidate will be joining the research team at bayview asset management, which develops and implements statistical models for the valuation of mortgage assets. this role will be to develop, maintain, and enhance the various databases used within the research group, and to also make the monthly data loading processes more efficient. essential duties and responsibilities initial projects will include: improve/maintain/create various data loading/data cleaning packages to ensure data integrity and speed integrate data from multiple sources to meet business requirements ad hoc data analysis/data query projects collaborate with it/traders to achieve project goals longer term projects may include: improve data surveillance and develop data visualization tools automated data mining required skills/knowledge/abilities understanding of relational database structures ability to communicate ideas in both technical and user-friendly language strong scientific programming skills/strong quantitative skills, and a high aptitude for problem solving a passion for analyzing data desired skills/knowledge/abilities experience working with c#/c++ or python experience working with sas or r statistical analysis and modeling education and experience this is a mid-level position; however more qualified individuals are also encouraged to apply. candidates typically possess an undergraduate degree in a hard science, computer science, applied math, physics, statistics, and engineering. master’s degree a plus 3-5 years of hands on experience in database development experience with microsoft sql server/ssis an understanding of finance and economics is preferred but not required prior experience analyzing mortgages is a plus but not required",3.7,"Coral Gables, FL",1001 to 5000 employees,Investment Banking & Asset Management,Finance,1995,105.0,"data visualization, statistical models, data loading, communicate, technical, data surveillance, databases, valuation, it, data integrity, relational database, automated data mining, develop, collaborate, research, data cleaning, business, data, scientific programming"
data scientist,"as a data scientist, you'll utilize advanced quantitative & statistical analysis techniques to drive business model innovation for via, and work closely with our senior management to help drive decisions. what you'll do adeptly interpret and utilize mass quantities of data to generate innovative hypotheses & insights, and present these insights to the different stakeholders use sophisticated statistical methods to solve problems, leveraging up-to-date academic research and tools quantitatively test hypotheses about customer and driver behavior using large sets of proprietary data; leverage results to increase conversion and retention at every touch point design and implement novel experiments to better understand current operation as well as expansion to new markets who you are obsessed with data; analytical and rigorous, with a thorough understanding of statistics and machine learning extraordinary communicator with demonstrated writing and editing skills. passionate about elegant visualization; you understand the importance of graphic techniques in communicating a quantitative idea effectively have a deep understanding of business concepts within strategy, operations, and marketing have a phd in statistics, machine learning, physics, math, systems biology, or highly quantitative fields in social sciences, including 2+ years of graduate-level research experience (or the equivalent). have experience with predictive modeling and statistical analysis techniques in a business environment demonstrate mastery in some or all of the following: sql, python, r, and tableau we're via, and we build technology that changes the way the world moves. our guiding principle is simple: we know that the future of transportation is safe, dynamic, shared public mobility the kind that reduces carbon emissions across congested cities, compliments existing transit infrastructure, and provides everyone with accessible, efficient, and affordable ways of getting around. through intelligently designed operating systems and sophisticated routing algorithms, we build localized and customizable solutions for each and every one of our global partners (100 and counting, last we checked) long story short: we're very proud to be championing the transportation evolution of cities around the world and modernizing mobility. ready to join the ride? via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance. via is an equal opportunity employer.",3.7,"New York, NY",501 to 1000 employees,Internet,Information Technology,2012,105.0,"business model innovation, vis, statistical methods, writing, machine learning, statistical analysis, analytical, editing, statistics, data, quantitative"
data scientist,"as a member of the data science team, this role will be responsible for providing critical analysis and insights to help inform and optimize digital properties and strategy for all of the marketing communications programs with our company partners. responsibilities: the role will be responsible for designing and building dashboards and data visualizations to help business users understand data and inform decisions. there will be ad hoc analyses but also a need to build self-service tools for business users. the position requires excellent communication skills and experience working directly with creative and technology teams as well as a wide array of business stakeholders. understanding of web analytics and digital marketing is a must. being able to present findings in a meaningful and clear way is also a must. the position requires a hands-on, get-the-job-done, attitude. it requires the ability to listen, learn, and extend learnings to the entire interactive organization. you understand analytics and you know how to help other people understand the importance of analytics. you enjoy working with creatives, technologists, and can clearly communicate with senior-level stakeholders. you understand that our internal tools and systems are an extension of the company's marketing - and need to be at the same level of quality. you understand and drive issues to conclusion. key qualifications: business skills •seasoned data scientist with 5+ years of experience developing analytical dashboards, solutions and strategy across digital marketing platforms and social ecosystems •in-depth knowledge of digital analytics data, measurement, methodologies, and industry standards. •excellent communicator with good design sense and natural presentations skills that can weave results into a narrative for business and creative teams to comprehend easily •self-starter can take a project from start to finish with minimal supervision •flexibility to deal with rapidly changing, time-constrained launch schedules. •able to balance multiple projects and assignments.•highly detail-oriented, organized, and patient. •experience in working across different global cultures a plus. requirements: •strong working knowledge of sql, teradata preferred •extremely proficient with tableau and other data visualization tools •strong working knowledge of process automation using a scripting language (r / python) •solid understanding of fundamental statistical concepts and measurement methodologies•web analytics (adobe preferred) what we offer: work in the bay area with terrific customers on large, innovative projects. high-energy atmosphere of exponentially & successfully growing company. a very attractive compensation package with generous benefits (medical, dental, vision and life), 401k and section 125 pre-tax offerings (pop and fsa plans). nb: placement and staffing agencies need not apply. we do not work with c2c at this time. at this moment, we are not able to process h1b transfers. applicants with cpt and opt visas are welcome to apply. about us: grid dynamics is the engineering services company known for transformative, mission-critical cloud solutions for retail, finance and technology sectors. we architected some of the busiest e-commerce services on the internet and have never had an outage during the peak season. founded in 2006 and headquartered in san ramon, california with offices throughout the us and eastern europe, we focus on big data analytics, omnichannel services, devops, and cloud enablement.",4.0,"Santa Clara, CA",1001 to 5000 employees,Enterprise Software & Network Solutions,Information Technology,2006,105.0,"data visualizations, digital marketing, self, strategy, listen, communication, learn, business, inform, web analytics, dashboards, interactive organization, analyses, present, data, building, designing, marketing communications"
data & machine learning scientist,"passionate about precision medicine and advancing the healthcare industry? recent advancements in underlying technology have finally made it possible for ai to impact clinical care in a meaningful way. tempus' proprietary platform connects an entire ecosystem of real-world evidence to deliver real-time, actionable insights to physicians, providing critical information about the right treatments for the right patients, at the right time. we are looking for machine learning, deep learning, and data science experts who are passionate about applying state of the art techniques to the processing and integrative analyses of vast amounts of data. the ideal candidate has significant expertise in the biomedical or clinical domain, and is eager to apply his or her skills to improve patient outcomes what you'll do analyze and integrate large diverse clinical, molecular, biosignal and imaging datasets to extract insights, and drive research opportunities. design and prototype novel analysis tools and algorithms for predicting patient outcome and treatment response in oncology and cardiology collaborate with product, science, engineering, and business development teams to build the most advanced data platform in precision medicine. interrogate analytical results for robustness, validity, and out of sample stability. document, summarize, and present your findings to a group of peers and stakeholders. provide technical leadership & expertise across multiple modeling projects. qualifications ms/phd degree in a quantitative discipline (e.g. statistical genetics, cancer genetics, machine learning, bioinformatics, statistics, computational biology, applied mathematics, physics, or similar). 2+ years full time employment or postdoctoral experience building and validating predictive models on structured or unstructured data outstanding analytical and problem solving skills, with a particular focus on understanding the intricacies of molecular or multi-modal data sets. expert-level experience with supervised and unsupervised machine learning algorithms, and ensemble methods, such as: pca, regression, deep neural networks, decision trees, gradient boosting, generalized linear models, mixed effect models, non-linear low dimensional embeddings and clustering. proficient in python and sql. experience with the following: pandas, numpy, scipy, scikit-learn, jupyter notebooks, and a machine learning framework such as tensorflow, sagemaker, or pytorch strong programming skills. thrive in a fast-paced environment and willing to shift priorities seamlessly. experience with communicating insights and presenting concepts to diverse audiences. team player mindset and ability to work in an interdisciplinary team. goal orientation, self motivation, and drive to make a positive impact in healthcare. nice to haves experience working with genomic, biosignal, clinical, or imaging data. strong peer-reviewed publication record. kaggle.com competitions and/or kernels track record experience with: git, matplotlib, seaborn, html5, css3, javascript, d3, plot.ly, flask, dask, docker, aws. experience working in a linux / mac and aws cloud environments. experience in agile environments and comfort with quick iterations.",3.3,"Chicago, IL",501 to 1000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2015,105.0,"design, actionable insights, research, deep learning, data science, biomedical, insights, analysis, datasets, data, analyze, technology, analyses, biosignal, machine learning, precision medicine, prototype"
data scientist - machine learning,"headquartered in brisbane, calif., caredx, inc. is a leading precision medicine solutions company focused on the discovery, development and commercialization of clinically differentiated, high-value healthcare solutions for transplant patients and caregivers. caredx offers products, testing services and digital healthcare solutions along the pre- and post-transplant patient journey, and is the leading provider of genomics-based information for transplant patients. data scientist-machine learning as a member of data sciences & bioinformatics group you will be responsible for development of new machine/deep learning algorithms. the richness of a transplant data-lake a repository of large and complex data will provide the opportunity for implementation of these models. individuals should have excellent working skills in multiple programming languages (r, python) with demonstrated application development using tensorflow/pytorch. additionally, a significant understanding of probabilistic and dynamic modelling in solving computational biology problems is highly desirable. your contributions will be foundational to the companys mission of improving the lives of organ transplant patients. responsibilities: design, implement and support analytical data pipelines driven by tensorflow/pytorch implement predictive, generalized linear model, bayesian machine learning, neural network as needed have excellent collaboration skills and be able to work with software engineers for development of data lake qualifications: ph.d in physics, computational biology, computer science, math or experimental biology with demonstrated applied math 5+ years experience developing and deploying scalable ml models computational biology applications are particularly desirable experience using tensorflow,pytorch, keras, numpy, scipy, mlib and knowledge of ml libraries and platforms professional level understanding of docker, github ability to program against rest apis is preferred expertise and experience with data lakes data and knowledge of etl in this regard is highly desirable experience with hdfs, apache spark, apache kafka, opencv, amazon ec2 is highly desirable a self-driven approach with an ability and desire to communicate to a non-technical audience how complex systems work and can be applied to challenging data processing problems a solid scientific foundation and familiarity with current literature additional details: every individual at caredx has a direct impact on our collective mission to improve the lives of organ transplant patients worldwide. we believe in taking great care of our people, so they take even greater care of our patients. our competitive total rewards package includes: competitive base salary and incentive compensation health and welfare benefits including a gym reimbursement program 401(k) savings plan match employee stock purchase plan pre-tax commuter benefits and more! in addition, we have a living donor employee recovery policy that allows up to 30 days of paid leave annually to a full-time employee who makes the selfless act of donating an organ or bone marrow. with products that are making a difference in the lives of transplant patients today and a promising pipeline for the future, its an exciting time to be part of the caredx team. join us in partnering with transplant patients to transform our future together. caredx, inc. is an equal opportunity employer and participate in e-verify program. ******* we do not accept resumes from headhunters, placement agencies, or other suppliers that have not signed a formal agreement with us.",2.5,"Brisbane, CA",1 to 50 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,105.0,"r, testing services, development, genomics-based information, programming languages, discovery, implementation, deep, python, data, pytorch, digital healthcare, machine learning, application development, probabilistic"
